customer_id,recency,frequency,monetary,rfm_score,customer_segment
16767,30,15,8073.8,455,Loyal Customers
16670,16,20,8030.150000000001,555,Champions
16556,66,17,8012.58,355,Loyal Customers
15299,67,10,7991.54,355,Loyal Customers
12428,25,9,7956.46,455,Loyal Customers
14159,19,20,7938.01,555,Champions
16303,25,7,7928.27,445,Loyal Customers
12867,26,13,7913.29,455,Loyal Customers
14291,1,23,7904.1,555,Champions
17085,123,28,7891.41,355,Loyal Customers
13871,22,17,7885.85,455,Loyal Customers
12757,15,13,7857.1,555,Champions
15622,43,17,7852.61,455,Loyal Customers
14282,3,25,7849.66,555,Champions
15046,9,25,7812.389999999999,555,Champions
17091,2,19,7811.1,555,Champions
16592,4,28,7807.91,555,Champions
15581,120,38,7794.59,355,Loyal Customers
17409,184,10,7793.51,355,Loyal Customers
17238,2,32,7783.1,555,Champions
14800,47,17,7774.32,455,Loyal Customers
17730,3,20,7773.8,555,Champions
17739,11,18,7730.59,555,Champions
13534,2,35,7720.9,555,Champions
14688,7,28,7713.57,555,Champions
13137,10,16,7712.7,555,Champions
17696,38,27,7679.59,455,Loyal Customers
14175,59,8,7678.88,355,Loyal Customers
13141,84,17,7668.58,355,Loyal Customers
15301,50,17,7603.4400000000005,455,Loyal Customers
14145,46,7,7600.05,445,Loyal Customers
13709,3,18,7591.75,555,Champions
13373,60,6,7587.1900000000005,345,Loyal Customers
12841,4,40,7540.68,555,Champions
15179,18,13,7491.92,555,Champions
12429,9,8,7485.91,555,Champions
13815,22,8,7475.74,455,Loyal Customers
16242,8,14,7474.4,555,Champions
17602,2,14,7451.13,555,Champions
17690,30,20,7448.1,455,Loyal Customers
16570,15,20,7434.31,555,Champions
14243,8,17,7431.05,555,Champions
13082,126,21,7335.75,355,Loyal Customers
16253,66,7,7310.15,345,Loyal Customers
17965,37,29,7240.9800000000005,455,Loyal Customers
16729,38,21,7239.92,455,Loyal Customers
14092,7,24,7229.45,555,Champions
17231,12,25,7197.04,555,Champions
16745,86,17,7194.3,355,Loyal Customers
12712,28,21,7193.66,455,Loyal Customers
13451,26,11,7190.92,455,Loyal Customers
15950,31,10,7180.71,455,Loyal Customers
14841,53,14,7163.0,455,Loyal Customers
13983,29,21,7108.45,455,Loyal Customers
15521,40,16,7106.69,455,Loyal Customers
17769,12,17,7103.08,555,Champions
14113,3,16,7092.610000000001,555,Champions
16938,8,9,7043.18,555,Champions
13183,7,15,7036.18,555,Champions
17975,15,24,7028.83,555,Champions
13831,16,18,7023.58,555,Champions
12662,0,20,6988.02,555,Champions
16717,23,14,6986.2300000000005,455,Loyal Customers
13552,66,22,6978.92,355,Loyal Customers
15674,73,13,6948.2300000000005,355,Loyal Customers
16265,9,12,6935.17,555,Champions
16187,31,15,6911.4400000000005,455,Loyal Customers
13520,58,11,6909.4,455,Loyal Customers
12749,3,9,6897.36,555,Champions
18231,192,28,6880.97,255,Loyal Customers
16170,50,20,6869.0,455,Loyal Customers
16456,99,13,6862.91,355,Loyal Customers
15129,50,23,6860.18,455,Loyal Customers
16401,1,23,6849.15,555,Champions
12613,57,10,6835.07,455,Loyal Customers
12417,3,20,6816.91,555,Champions
12830,37,6,6814.64,445,Loyal Customers
16145,8,19,6805.4400000000005,555,Champions
15413,691,5,6798.72,145,Loyal Customers
15750,2,18,6797.191,555,Champions
14401,4,22,6795.9,555,Champions
13993,42,19,6775.71,455,Loyal Customers
14702,1,29,6754.22,555,Champions
18118,10,29,6733.22,555,Champions
14562,3,26,6729.400000000001,555,Champions
17838,26,13,6722.900000000001,455,Loyal Customers
12779,37,14,6722.2699999999995,455,Loyal Customers
14461,148,13,6713.5,355,Loyal Customers
15321,70,12,6709.7300000000005,355,Loyal Customers
14844,63,10,6702.43,355,Loyal Customers
13734,508,4,6701.640000000001,145,Loyal Customers
14388,10,16,6701.0,555,Champions
12913,4,13,6700.86,555,Champions
16497,49,23,6695.28,455,Loyal Customers
13384,30,11,6680.83,455,Loyal Customers
17700,16,14,6679.97,555,Champions
17001,0,19,6640.8,555,Champions
13953,7,12,6640.68,555,Champions
14440,8,13,6638.7300000000005,555,Champions
13394,1,19,6621.7,555,Champions
12626,23,9,6620.48,455,Loyal Customers
17819,71,12,6612.5199999999995,355,Loyal Customers
15514,12,18,6598.55,555,Champions
15980,88,7,6593.68,345,Loyal Customers
12843,65,30,6588.41,355,Loyal Customers
13015,53,11,6586.42,455,Loyal Customers
12836,59,15,6585.62,355,Loyal Customers
13883,10,15,6560.02,555,Champions
14766,8,11,6556.13,555,Champions
15332,366,6,6553.74,245,Loyal Customers
16655,17,13,6548.37,555,Champions
14855,119,7,6520.3,345,Loyal Customers
14221,42,17,6517.49,455,Loyal Customers
17873,80,18,6515.88,355,Loyal Customers
12823,74,18,6501.5,355,Loyal Customers
17419,11,18,6500.52,555,Champions
18061,21,28,6488.97,455,Loyal Customers
13317,66,19,6486.091,355,Loyal Customers
14154,239,8,6460.7,255,Loyal Customers
16940,52,8,6427.66,455,Loyal Customers
15673,88,9,6414.79,355,Loyal Customers
12656,17,8,6407.83,555,Champions
14390,10,13,6399.83,555,Champions
18094,81,13,6391.52,355,Loyal Customers
12406,22,5,6390.36,445,Loyal Customers
12356,22,6,6373.68,445,Loyal Customers
12484,32,12,6370.15,455,Loyal Customers
14227,26,15,6368.71,455,Loyal Customers
13230,4,30,6360.78,555,Champions
13590,11,18,6349.59,555,Champions
16710,19,22,6349.09,555,Champions
17799,22,20,6341.89,455,Loyal Customers
18245,7,20,6324.9800000000005,555,Champions
14180,10,33,6319.25,555,Champions
13654,43,11,6308.0,455,Loyal Customers
15480,116,5,6279.0,345,Loyal Customers
13136,56,13,6274.56,455,Loyal Customers
13615,318,8,6272.53,255,Loyal Customers
14534,2,26,6271.11,555,Champions
16735,78,14,6270.56,355,Loyal Customers
13334,82,5,6263.75,345,Loyal Customers
14004,43,11,6258.45,455,Loyal Customers
15369,492,11,6251.26,155,Loyal Customers
12497,81,3,6248.5,335,Regular
16156,8,20,6218.18,555,Champions
14530,25,16,6197.4,455,Loyal Customers
16103,7,22,6191.71,555,Champions
14907,3,16,6165.79,555,Champions
14852,58,18,6147.18,455,Loyal Customers
17669,42,10,6142.35,455,Loyal Customers
13266,11,19,6135.04,555,Champions
13935,596,3,6116.92,135,Regular
17509,57,8,6115.14,455,Loyal Customers
14560,7,44,6114.03,555,Champions
18178,128,11,6103.74,355,Loyal Customers
16954,0,20,6081.88,555,Champions
12664,8,11,6070.04,555,Champions
17625,18,8,6067.8,555,Champions
12835,427,41,6043.31,155,Loyal Customers
14535,60,9,6030.7300000000005,355,Loyal Customers
17644,1,20,6028.6,555,Champions
13658,9,9,6025.5,555,Champions
15372,137,8,6017.06,355,Loyal Customers
15202,420,3,6001.49,135,Regular
15755,10,17,5993.12,555,Champions
14105,239,5,5988.83,245,Loyal Customers
17457,126,14,5984.8099999999995,355,Loyal Customers
17491,1,17,5981.070000000001,555,Champions
15785,32,16,5969.93,455,Loyal Customers
14918,115,9,5955.81,355,Loyal Customers
12500,23,19,5955.21,455,Loyal Customers
14257,64,9,5954.45,355,Loyal Customers
17685,16,12,5943.17,555,Champions
15971,17,18,5902.83,555,Champions
16011,8,29,5880.46,555,Champions
12455,73,10,5879.95,355,Loyal Customers
18065,5,29,5866.63,555,Champions
14210,105,16,5861.52,355,Loyal Customers
17146,105,13,5860.24,355,Loyal Customers
14112,22,13,5834.59,455,Loyal Customers
14189,2,16,5814.39,555,Champions
13769,2,20,5800.42,555,Champions
12910,23,13,5796.52,455,Loyal Customers
17069,28,14,5794.28,455,Loyal Customers
18075,23,20,5783.29,455,Loyal Customers
17672,50,7,5778.63,445,Loyal Customers
15485,30,7,5771.51,445,Loyal Customers
14099,16,20,5765.71,555,Champions
17863,59,12,5745.2,355,Loyal Customers
16316,64,13,5744.91,355,Loyal Customers
12615,2,8,5740.98,555,Champions
13771,64,9,5728.82,355,Loyal Customers
16458,2,30,5715.34,555,Champions
13870,2,15,5712.08,555,Champions
16409,36,12,5709.04,455,Loyal Customers
16607,17,25,5706.87,555,Champions
16279,21,9,5705.08,455,Loyal Customers
17651,11,16,5703.52,555,Champions
13157,49,9,5687.36,455,Loyal Customers
12727,10,10,5679.53,555,Champions
12633,58,7,5678.16,445,Loyal Customers
13901,72,15,5676.34,355,Loyal Customers
15628,4,17,5652.26,555,Champions
16200,4,12,5643.45,555,Champions
13722,131,10,5635.41,355,Loyal Customers
12347,2,8,5633.32,555,Champions
13842,58,18,5629.91,455,Loyal Customers
16320,172,6,5628.99,345,Loyal Customers
14249,410,12,5625.461,255,Loyal Customers
18145,12,11,5617.79,555,Champions
14572,3,11,5615.18,555,Champions
16003,29,10,5613.83,455,Loyal Customers
16546,290,5,5606.47,245,Loyal Customers
17059,29,9,5602.53,455,Loyal Customers
15898,1,25,5596.31,555,Champions
17092,50,11,5594.96,455,Loyal Customers
15854,4,21,5583.81,555,Champions
15228,66,6,5580.2699999999995,345,Loyal Customers
17203,35,10,5575.88,455,Loyal Customers
15527,18,23,5575.64,555,Champions
16393,2,23,5561.66,555,Champions
13593,108,14,5523.6900000000005,355,Loyal Customers
14732,8,19,5517.07,555,Champions
17204,175,9,5504.6900000000005,355,Loyal Customers
13115,11,10,5494.7,555,Champions
16609,15,7,5493.46,545,Loyal Customers
16992,10,13,5476.5,555,Champions
17512,28,18,5467.820000000001,455,Loyal Customers
12480,28,7,5464.85,445,Loyal Customers
18198,4,17,5425.56,555,Champions
14713,9,21,5418.87,555,Champions
12378,129,2,5416.32,335,Regular
14626,23,11,5410.92,455,Loyal Customers
17719,37,15,5396.04,455,Loyal Customers
17612,53,18,5394.86,455,Loyal Customers
13362,9,7,5394.07,545,Loyal Customers
16008,23,15,5384.13,455,Loyal Customers
13014,10,11,5381.08,555,Champions
14459,155,2,5375.741,335,Regular
13495,7,10,5374.26,555,Champions
14081,302,10,5370.1,255,Loyal Customers
14442,204,7,5367.0199999999995,245,Loyal Customers
13975,31,12,5358.84,455,Loyal Customers
12362,3,11,5356.23,555,Champions
17567,7,9,5356.03,555,Champions
15641,105,12,5345.55,355,Loyal Customers
17346,3,26,5323.0,555,Champions
12708,29,18,5314.1,455,Loyal Customers
17584,7,6,5309.42,545,Loyal Customers
15394,9,11,5286.8,555,Champions
15152,9,14,5263.83,555,Champions
15722,35,11,5258.1,455,Loyal Customers
13931,95,11,5257.38,355,Loyal Customers
13107,44,9,5253.07,455,Loyal Customers
14930,108,6,5246.63,345,Loyal Customers
16931,5,23,5233.62,555,Champions
17061,73,11,5232.2300000000005,355,Loyal Customers
12422,95,17,5231.8,355,Loyal Customers
15606,61,17,5230.99,355,Loyal Customers
13763,63,3,5217.44,335,Regular
17084,35,3,5202.97,435,Regular
15812,107,12,5201.47,355,Loyal Customers
14546,5,11,5197.9,555,Champions
17213,40,13,5182.3,455,Loyal Customers
12510,142,9,5178.02,355,Loyal Customers
15443,1,14,5175.93,555,Champions
17663,25,17,5175.83,455,Loyal Customers
15796,1,17,5175.83,555,Champions
12625,211,4,5164.88,245,Loyal Customers
17157,7,19,5151.9,555,Champions
16153,49,11,5133.49,455,Loyal Customers
16904,4,21,5132.37,555,Champions
14493,7,10,5130.15,555,Champions
17861,3,18,5127.69,555,Champions
16919,156,24,5125.91,355,Loyal Customers
12483,17,19,5120.58,555,Champions
16308,37,7,5120.0,445,Loyal Customers
13329,31,8,5112.97,455,Loyal Customers
15529,22,12,5111.95,455,Loyal Customers
17519,17,15,5109.47,555,Champions
13523,33,6,5101.52,445,Loyal Customers
17402,4,23,5096.18,555,Champions
12594,37,15,5090.11,455,Loyal Customers
15367,57,11,5081.33,455,Loyal Customers
13634,33,16,5073.47,455,Loyal Customers
14307,88,10,5071.03,355,Loyal Customers
16686,47,16,5070.92,455,Loyal Customers
12395,19,15,5067.27,555,Champions
12432,42,5,5059.32,445,Loyal Customers
18144,7,19,5058.0,555,Champions
17802,82,10,5053.12,355,Loyal Customers
17469,16,17,5051.25,555,Champions
12600,28,21,5043.92,455,Loyal Customers
16905,5,17,5034.15,555,Champions
12759,52,8,5020.74,455,Loyal Customers
17758,19,12,5012.53,555,Champions
12444,21,5,5005.46,445,Loyal Customers
14209,10,15,4993.27,555,Champions
14639,52,9,4978.96,455,Loyal Customers
13198,10,8,4974.2300000000005,555,Champions
12562,8,9,4966.92,555,Champions
17449,2,13,4951.15,555,Champions
12700,7,4,4939.99,545,Loyal Customers
14825,3,24,4925.08,555,Champions
17596,23,13,4920.67,455,Loyal Customers
14970,68,12,4919.35,355,Loyal Customers
16143,3,12,4910.83,555,Champions
16255,16,15,4906.8,555,Champions
17406,333,13,4905.05,255,Loyal Customers
17314,24,17,4904.43,455,Loyal Customers
13659,205,12,4894.88,255,Loyal Customers
16986,29,11,4888.75,455,Loyal Customers
13021,4,17,4887.24,555,Champions
15379,169,8,4877.84,355,Loyal Customers
14107,51,11,4877.3,455,Loyal Customers
12688,113,1,4873.81,325,Regular
17652,25,12,4867.72,455,Loyal Customers
13044,291,11,4853.9,255,Loyal Customers
14032,2,16,4850.2699999999995,555,Champions
13562,81,8,4838.18,355,Loyal Customers
17191,28,15,4836.05,455,Loyal Customers
12449,22,6,4835.89,445,Loyal Customers
